//LIME (ORIO AL SERIO)
//Worldwide Navigation Database
//Exported via DFD v1.0 19.0603
//Software copyright (c) 2019 Richard Stefan, NAVData-Service
//Support available via forum at http://forum.navigraph.com
//
//Data provided by Navigraph - www.navigraph.com
//Source data copyright (c) 2019 Jeppesen
//This data may be used for ground based recreational computer game
//simulation software only, and may not be recompiled, interpreted,
//or distributed for any purpose without the written consent of Navigraph.
//The contents of this database is dated and must not be used for real
//world navigation as it is unlawful and unsafe to do so.
//
//------------------------------------------------------
//AIRAC Cycle : 1907 (20/JUN/2019 - 18/JUL/2019) - Ver.1
//------------------------------------------------------
FIXES
FIX 40VOR LATLON N 45 40.929 E 9 36.951
FIX 50VOR LATLON N 45 38.537333 E 9 49.29
FIX ABESI LATLON N 46 9.583333 E 9 2.566667
FIX ABSEM LATLON N 45 29.033333 E 9 23.883334
FIX ADARI LATLON N 45 50.683333 E 9 25.166666
FIX AF001 LATLON N 45 27.041204 E 9 52.917875
FIX AF002 LATLON N 45 28.021559 E 9 55.123353
FIX AF003 LATLON N 45 32.718816 E 10 1.162233
FIX AF004 LATLON N 45 34.43982 E 10 2.373255
FIX APRIV LATLON N 44 40.95 E 9 52.583333
FIX ARLES LATLON N 45 55.766666 E 8 22.5
FIX ATGAM LATLON N 45 24.866666 E 9 22.95
FIX ATMIP LATLON N 45 2.866667 E 10 5.566667
FIX BAPLU LATLON N 45 9.3 E 10 13.683334
FIX BAVMI LATLON N 45 42.216667 E 8 24.466667
FIX BEDIX LATLON N 45 29.184667 E 9 57.0925
FIX BEG LATLON N 45 40.168333 E 9 42.551666
FIX BEKAN LATLON N 45 19.5 E 9 45.666667
FIX CANNE LATLON N 46 10 E 8 52.866667
FIX CI28 LATLON N 45 37.247833 E 9 57.4995
FIX CODNB LATLON N 45 13.576667 E 9 32.471666
FIX D036F LATLON N 45 44.945833 E 9 47.729333
FIX D036J LATLON N 45 48.128666 E 9 51.1895
FIX D036M LATLON N 45 50.5145 E 9 53.788834
FIX D082W LATLON N 45 36.2 E 10 2.949667
FIX D082Z LATLON N 45 36.533666 E 10 7.1965
FIX D091F LATLON N 45 39.963 E 9 51.1025
FIX D091J LATLON N 45 39.820333 E 9 56.8025
FIX D104O LATLON N 45 36.179833 E 10 3.153334
FIX D108J LATLON N 45 36.9 E 9 56.022
FIX D108M LATLON N 45 35.914333 E 10 0.058
FIX D122O LATLON N 45 31.976833 E 10 0.447667
FIX D126O LATLON N 45 31.121666 E 9 59.589167
FIX D157M LATLON N 45 28.113667 E 9 49.4715
FIX D185L LATLON N 45 26.969 E 9 49.131167
FIX D266N LATLON N 45 39.517834 E 9 22.610666
FIX D280I LATLON N 45 41.836 E 9 30.227
FIX D280K LATLON N 45 42.174334 E 9 27.7045
FIX D300F LATLON N 45 43.2705 E 9 35.225
FIX D300J LATLON N 45 45.334333 E 9 30.333167
FIX D300Q LATLON N 45 48.937667 E 9 21.758
FIX D303J LATLON N 45 44.3205 E 9 38.583167
FIX D310E LATLON N 45 43.441333 E 9 37.159667
FIX DILEB LATLON N 45 58.5 E 9 39.733333
FIX DIXER LATLON N 45 4.7 E 9 19
FIX DORIN LATLON N 45 13.55 E 9 51.966667
FIX EKLIB LATLON N 45 53.7 E 9 57.266666
FIX EKPAL LATLON N 44 29.05 E 10 9.75
FIX ELBOD LATLON N 45 23.683333 E 9 48.4
FIX ELTAR LATLON N 45 38.85 E 10 37.666667
FIX FARAK LATLON N 45 33.25 E 8 26.95
FIX FD10 LATLON N 45 41.402167 E 9 33.449333
FIX FD28 LATLON N 45 37.883333 E 9 51.9835
FIX FI28 LATLON N 45 37.7085 E 9 55.049666
FIX FI28X LATLON N 45 37.2945 E 9 57.251833
FIX GEN LATLON N 44 25.466666 E 9 4.94
FIX ITVUN LATLON N 45 7.5 E 9 43.883333
FIX IXORA LATLON N 45 50.2 E 8 35.333333
FIX LAGEN LATLON N 44 23.65 E 8 29.883334
FIX LASAV LATLON N 45 36.7 E 10 0.4
FIX LEGLO LATLON N 45 39.016667 E 9 46.166666
FIX LOGDI LATLON N 44 42.783334 E 10 11.766667
FIX LUSIL LATLON N 46 2.583334 E 10 7
FIX MD10 LATLON N 45 40.530167 E 9 39.891667
FIX MD28 LATLON N 45 39.516667 E 9 45.247667
FIX ME502 LATLON N 45 37.736 E 10 22.779833
FIX ME503 LATLON N 45 36.534833 E 10 7.2015
FIX ME504 LATLON N 45 36.2045 E 10 2.999167
FIX ME531 LATLON N 45 36.684833 E 9 32.767
FIX ME532 LATLON N 45 38.187833 E 9 24.586667
FIX ME533 LATLON N 45 43.026334 E 9 26.389166
FIX ME534 LATLON N 45 42.063334 E 9 31.636834
FIX ME536 LATLON N 45 39.455833 E 9 45.723667
FIX ME551 LATLON N 45 33.0565 E 9 51.9815
FIX ME552 LATLON N 45 31.867 E 9 58.555333
