//UWGG (STRIGINO)
//Worldwide Navigation Database
//Exported via DFD v1.0 19.0603
//Software copyright (c) 2019 Richard Stefan, NAVData-Service
//Support available via forum at http://forum.navigraph.com
//
//Data provided by Navigraph - www.navigraph.com
//Source data copyright (c) 2019 Jeppesen
//This data may be used for ground based recreational computer game
//simulation software only, and may not be recompiled, interpreted,
//or distributed for any purpose without the written consent of Navigraph.
//The contents of this database is dated and must not be used for real
//world navigation as it is unlawful and unsafe to do so.
//
//------------------------------------------------------
//AIRAC Cycle : 1907 (20/JUN/2019 - 18/JUL/2019) - Ver.1
//------------------------------------------------------
FIXES
FIX 21DM1 LATLON N 56 11.3675 E 43 46.168333
FIX 21DME LATLON N 56 11.308166 E 43 46.204834
FIX 21VOR LATLON N 56 11.329333 E 43 45.987334
FIX 22VOR LATLON N 56 11.200667 E 43 46.433833
FIX 46VOR LATLON N 56 17.813 E 43 49.122
FIX 52VOR LATLON N 56 18.4495 E 43 48.573334
FIX AF001 LATLON N 56 12.534535 E 44 6.694228
FIX AF002 LATLON N 56 15.020429 E 44 6.549953
FIX AF003 LATLON N 56 17.42723 E 44 5.420389
FIX AF004 LATLON N 56 6.738226 E 44 2.793681
FIX AF005 LATLON N 56 8.343388 E 44 4.574852
FIX BO LATLON N 56 10.556666 E 43 45.918334
FIX CD18L LATLON N 56 24.020833 E 43 52.8685
FIX CD18R LATLON N 56 24.325 E 43 50.831167
FIX CD36L LATLON N 56 2.384666 E 43 43.1725
FIX CD36R LATLON N 56 2.231 E 43 45.595
FIX CF18L LATLON N 56 24.328 E 43 51.023333
FIX CF18R LATLON N 56 24.358333 E 43 50.835334
FIX CF36L LATLON N 56 3.406834 E 43 43.151333
FIX CF36R LATLON N 56 3.382667 E 43 43.357
FIX CQ3LX LATLON N 56 3.198 E 43 42.995333
FIX D043K LATLON N 56 19.624834 E 44 3.318
FIX D094K LATLON N 56 10.1005 E 44 5.798833
FIX D123K LATLON N 56 5.339833 E 44 0.528334
FIX D359H LATLON N 56 20.865 E 43 49.802167
FIX F18LX LATLON N 56 21.424333 E 43 49.952167
FIX F18RX LATLON N 56 21.454834 E 43 49.761667
FIX F36LY LATLON N 56 6.623 E 43 44.364334
FIX FD18L LATLON N 56 19.2865 E 43 50.086333
FIX FD18R LATLON N 56 19.445167 E 43 48.955166
FIX FD36L LATLON N 56 8.085833 E 43 44.964
FIX FD36R LATLON N 56 7.883333 E 43 46.15
FIX FF18L LATLON N 56 19.42 E 43 49.214333
FIX FF18R LATLON N 56 19.450667 E 43 49.022167
FIX FF36L LATLON N 56 8.130334 E 43 44.871167
FIX FF36R LATLON N 56 8.0185 E 43 45.041833
FIX FN18L LATLON N 56 20.897333 E 43 49.845
FIX FN18R LATLON N 56 20.912 E 43 49.618834
FIX FQ36L LATLON N 56 8.087333 E 43 44.920333
FIX FQ36R LATLON N 56 7.989167 E 43 44.941
FIX GG001 LATLON N 56 21.466667 E 43 49.763333
FIX GG002 LATLON N 56 26.378333 E 43 51.578333
FIX GG003 LATLON N 56 27.245 E 44 2.275
FIX GG004 LATLON N 56 17.911667 E 43 48.453334
FIX GG005 LATLON N 56 9.431666 E 43 45.341666
FIX GG006 LATLON N 56 16.575 E 44 5.056667
FIX GG007 LATLON N 56 26.333333 E 43 51.753334
