//URWW (GUMRAK)
//Worldwide Navigation Database
//Exported via DFD v1.0 19.0603
//Software copyright (c) 2019 Richard Stefan, NAVData-Service
//Support available via forum at http://forum.navigraph.com
//
//Data provided by Navigraph - www.navigraph.com
//Source data copyright (c) 2019 Jeppesen
//This data may be used for ground based recreational computer game
//simulation software only, and may not be recompiled, interpreted,
//or distributed for any purpose without the written consent of Navigraph.
//The contents of this database is dated and must not be used for real
//world navigation as it is unlawful and unsafe to do so.
//
//------------------------------------------------------
//AIRAC Cycle : 1907 (20/JUN/2019 - 18/JUL/2019) - Ver.1
//------------------------------------------------------
FIXES
FIX AF001 LATLON N 48 39.366394 E 44 30.442289
FIX AF002 LATLON N 48 37.729528 E 44 26.462675
FIX AF003 LATLON N 48 36.98255 E 44 21.915164
FIX AF004 LATLON N 48 37.679825 E 44 26.281601
FIX AF005 LATLON N 48 37.110239 E 44 23.339107
FIX AF006 LATLON N 48 36.947348 E 44 20.283324
FIX AF007 LATLON N 48 56.656213 E 44 22.620914
FIX AF008 LATLON N 48 56.463787 E 44 17.048834
FIX AF009 LATLON N 48 54.949234 E 44 11.969269
FIX AF010 LATLON N 48 52.32187 E 44 8.083
FIX AF011 LATLON N 48 48.944084 E 44 5.922391
FIX AF012 LATLON N 48 37.869658 E 44 14.279401
FIX AF013 LATLON N 48 38.932634 E 44 11.591956
FIX AF014 LATLON N 48 52.33387 E 44 8.095099
FIX AF015 LATLON N 48 50.135209 E 44 6.432163
FIX AF016 LATLON N 48 47.734724 E 44 5.6445
FIX AF017 LATLON N 48 56.293967 E 44 16.119772
FIX AF018 LATLON N 48 55.079522 E 44 12.258391
FIX AF019 LATLON N 48 53.199023 E 44 9.076529
FIX AF020 LATLON N 48 50.805335 E 44 6.831356
FIX AF021 LATLON N 48 48.092637 E 44 5.70261
FIX AF022 LATLON N 48 43.948364 E 44 34.333936
FIX AF023 LATLON N 48 46.112297 E 44 34.982359
FIX AF024 LATLON N 48 40.761494 E 44 31.672104
FIX AF025 LATLON N 48 43.044302 E 44 33.814656
FIX AF026 LATLON N 48 45.631372 E 44 34.906043
FIX AF027 LATLON N 48 37.735009 E 44 24.692323
FIX AF028 LATLON N 48 38.8732 E 44 28.441373
FIX AF029 LATLON N 48 40.666602 E 44 31.550385
FIX AF030 LATLON N 48 42.968517 E 44 33.763719
FIX AF031 LATLON N 48 45.59028 E 44 34.897777
FIX AF032 LATLON N 48 37.71188 E 44 16.648129
FIX AF033 LATLON N 48 37.41559 E 44 22.361516
FIX AF034 LATLON N 48 38.614025 E 44 27.798892
FIX AF035 LATLON N 48 41.118223 E 44 32.102134
FIX AF036 LATLON N 48 44.532649 E 44 34.588089
FIX AF037 LATLON N 48 39.235996 E 44 11.988898
FIX AF038 LATLON N 48 37.479467 E 44 18.196648
FIX AF039 LATLON N 48 37.783339 E 44 24.932294
FIX AF040 LATLON N 48 40.081135 E 44 30.722219
FIX AF041 LATLON N 48 43.869559 E 44 34.294911
FIX AF042 LATLON N 48 55.77032 E 44 15.664411
FIX AF043 LATLON N 48 56.339195 E 44 21.11474
FIX AF044 LATLON N 48 55.521194 E 44 26.490898
FIX AF045 LATLON N 48 56.177755 E 44 23.307492
FIX AF046 LATLON N 48 55.619653 E 44 26.1433
FIX AF047 LATLON N 48 54.692841 E 44 28.745203
FIX CD06 LATLON N 48 42.978833 E 44 6.883
FIX CD24 LATLON N 48 51.585 E 44 33.075833
FIX CF06 LATLON N 48 43.872 E 44 10.919167
FIX CF06Z LATLON N 48 42.6525 E 44 7.096667
FIX CF24 LATLON N 48 49.745666 E 44 29.383667
FIX CF24Z LATLON N 48 51.040834 E 44 33.512833
FIX D020K LATLON N 48 57.134167 E 44 29.043833
FIX D020L LATLON N 48 57.433 E 44 29.289667
FIX D020O LATLON N 49 0.120833 E 44 31.503667
FIX D037J LATLON N 48 53.436334 E 44 30.971833
FIX D072J LATLON N 48 48.320333 E 44 34.810834
FIX D112K LATLON N 48 40.8855 E 44 35.816833
FIX D112L LATLON N 48 40.732 E 44 36.205667
FIX D137K LATLON N 48 37.1995 E 44 30.586834
FIX D137L LATLON N 48 36.951833 E 44 30.841667
FIX D171K LATLON N 48 35.158667 E 44 20.570167
FIX D171L LATLON N 48 34.858834 E 44 20.569
FIX D184J LATLON N 48 37.2295 E 44 17.266834
FIX D210E LATLON N 48 43.144166 E 44 16.011833
FIX D210K LATLON N 48 37.8115 E 44 9.412166
FIX D210L LATLON N 48 37.5795 E 44 9.125833
FIX D210T LATLON N 48 31.156333 E 44 1.219
FIX D220J LATLON N 48 40.363667 E 44 9.366334
FIX D235K LATLON N 48 41.678833 E 44 4.764167
FIX D252J LATLON N 48 45.289834 E 44 5.8695
FIX D309K LATLON N 48 55.504667 E 44 8.706334
FIX D309L LATLON N 48 55.726333 E 44 8.400167
FIX D350K LATLON N 48 58.537667 E 44 20.204833
FIX D350L LATLON N 48 58.837333 E 44 20.194333
FIX D350O LATLON N 49 1.334666 E 44 20.106
FIX FD06 LATLON N 48 44.862833 E 44 13.550833
FIX FD24 LATLON N 48 49.085666 E 44 26.487167
FIX FF06 LATLON N 48 44.745167 E 44 13.637
FIX FF24 LATLON N 48 48.879667 E 44 26.656166
FIX FQ06 LATLON N 48 44.8965 E 44 13.534834
FIX FQ24 LATLON N 48 49.047334 E 44 26.515333
FIX GAMTU LATLON N 48 12 E 43 37.9
FIX GUDAL LATLON N 49 40.816667 E 45 12.75
FIX NOKLI LATLON N 48 1.5 E 45 6.8
FIX OGONA LATLON N 48 22 E 43 5.9
FIX OLDAM LATLON N 49 35 E 44 18.9
FIX RULON LATLON N 49 40 E 45 4.9
FIX SADKO LATLON N 49 9 E 44 19.816667
FIX SLNB LATLON N 48 24.133333 E 45 17.75
FIX STNB LATLON N 49 15.533333 E 43 40.766666
FIX TONGI LATLON N 47 55.8 E 44 20.416667
FIX WGD LATLON N 48 46.845 E 44 20.61
FIX WGNB LATLON N 48 46.771667 E 44 20.54
FIX WW001 LATLON N 48 37.265 E 44 11.055
FIX WW002 LATLON N 48 42.668333 E 44 7.133333
FIX WW003 LATLON N 48 48.07 E 44 3.196667
FIX WW004 LATLON N 48 44.755 E 44 13.663333
FIX WW005 LATLON N 49 1.306667 E 44 20.103334
FIX WW006 LATLON N 48 56.441666 E 44 29.571667
FIX WW007 LATLON N 48 53.608333 E 44 41.686667
FIX WW008 LATLON N 48 45.625 E 44 37.385
FIX WW009 LATLON N 48 51.035 E 44 33.485
FIX WW010 LATLON N 48 48.87 E 44 26.625
FIX WW011 LATLON N 48 48.568333 E 44 25.661666
FIX WW012 LATLON N 48 52.051667 E 44 36.695
FIX WW013 LATLON N 48 35.571667 E 44 51.238333
FIX WW014 LATLON N 49 2.668333 E 44 13.348333
FIX WW015 LATLON N 48 52.895 E 44 6.393334
FIX WW016 LATLON N 48 23.756666 E 44 45.988333
FIX WW017 LATLON N 48 28.245 E 44 13.113334
FIX WW018 LATLON N 48 45.106667 E 44 14.761667
FIX WW019 LATLON N 48 37.09 E 44 47.368333
FIX WW020 LATLON N 48 31.8 E 44 24.666667
FIX WW021 LATLON N 49 0.141667 E 44 31.521667
FIX WW022 LATLON N 48 32.931667 E 44 18.893333
FIX WW023 LATLON N 48 54.291667 E 44 34.123333
FIX WW024 LATLON N 48 43.663333 E 44 40.32
ENDFIXES

RNWS
RNW 06
RNW 24
ENDRNWS

SIDS
SID GAMT1A RNW 06 TRK 055 UNTIL 16.7 FROM FIX WGD TURN LEFT DIRECT FIX WGD AT OR ABOVE 7000 FIX GAMTU AT OR ABOVE 16000
SID GAMT1B RNW 06 TRK 055 UNTIL 16.7 FROM FIX WGD TURN LEFT DIRECT FIX WGNB AT OR ABOVE 7000 FIX GAMTU AT OR ABOVE 16000
SID GAMT1C RNW 24 TRK 235 UNTIL 1790 TURN RIGHT DIRECT FIX WGNB AT OR ABOVE 7000 FIX GAMTU AT OR ABOVE 16000
